time;node_id;cpu_w;ram_w;bw_w;total_w;vm_policy;link_policy;wf_policy
10.0;3;6.25;12.5;32.0;0.0704;LFF;First;Priority
10.0;2;12.5;25.0;81.6;0.0716;LFF;First;Priority
10.0;1;3.13;12.5;137.6;0.0717;LFF;First;Priority
10.0;0;6.25;12.5;24.0;0.0703;LFF;First;Priority
20.0;3;6.25;12.5;20.0;0.3338;LFF;First;Priority
20.0;2;12.5;25.0;20.0;0.3343;LFF;First;Priority
20.0;1;3.13;12.5;20.0;0.3337;LFF;First;Priority
20.0;0;6.25;12.5;20.0;0.3338;LFF;First;Priority
20.0;3;6.25;12.5;20.0;0.0702;LFF;First;Priority
20.0;2;12.5;25.0;120.0;0.0721;LFF;First;Priority
20.0;1;3.13;12.5;178.4;0.0723;LFF;First;Priority
20.0;0;6.25;12.5;38.4;0.0705;LFF;First;Priority
30.0;3;6.25;12.5;20.0;0.3338;LFF;First;Priority
30.0;2;12.5;25.0;20.0;0.3343;LFF;First;Priority
30.0;1;3.13;12.5;20.0;0.3337;LFF;First;Priority
30.0;0;6.25;12.5;20.0;0.3338;LFF;First;Priority
30.0;3;6.25;12.5;20.0;0.0702;LFF;First;Priority
30.0;2;12.5;25.0;61.6;0.0713;LFF;First;Priority
30.0;1;3.13;12.5;108.8;0.0713;LFF;First;Priority
30.0;0;6.25;12.5;27.2;0.0703;LFF;First;Priority
40.0;3;6.25;12.5;20.0;0.3338;LFF;First;Priority
40.0;2;12.5;25.0;20.0;0.3343;LFF;First;Priority
40.0;1;3.13;12.5;20.0;0.3337;LFF;First;Priority
40.0;0;6.25;12.5;20.0;0.3338;LFF;First;Priority
40.0;3;6.25;12.5;0.0;0.0699;LFF;First;Priority
40.0;2;12.5;25.0;0.0;0.0704;LFF;First;Priority
40.0;1;3.13;12.5;0.0;0.0698;LFF;First;Priority
40.0;0;6.25;12.5;0.0;0.0699;LFF;First;Priority
50.0;3;6.25;12.5;20.0;0.3338;LFF;First;Priority
50.0;2;12.5;25.0;20.0;0.3343;LFF;First;Priority
50.0;1;3.13;12.5;20.0;0.3337;LFF;First;Priority
50.0;0;6.25;12.5;20.0;0.3338;LFF;First;Priority
50.0;3;6.25;12.5;0.0;0.0699;LFF;First;Priority
50.0;2;12.5;25.0;0.0;0.0704;LFF;First;Priority
50.0;1;3.13;12.5;0.0;0.0698;LFF;First;Priority
50.0;0;6.25;12.5;0.0;0.0699;LFF;First;Priority
60.0;3;6.25;12.5;20.0;0.3338;LFF;First;Priority
60.0;2;12.5;25.0;20.0;0.3343;LFF;First;Priority
60.0;1;3.13;12.5;20.0;0.3337;LFF;First;Priority
60.0;0;6.25;12.5;20.0;0.3338;LFF;First;Priority
60.0;3;6.25;12.5;0.0;0.0699;LFF;First;Priority
60.0;2;12.5;25.0;0.0;0.0704;LFF;First;Priority
60.0;1;3.13;12.5;0.0;0.0698;LFF;First;Priority
60.0;0;6.25;12.5;0.0;0.0699;LFF;First;Priority
70.0;3;6.25;12.5;20.0;0.3338;LFF;First;Priority
70.0;2;12.5;25.0;20.0;0.3343;LFF;First;Priority
70.0;1;3.13;12.5;20.0;0.3337;LFF;First;Priority
70.0;0;6.25;12.5;20.0;0.3338;LFF;First;Priority
70.0;3;6.25;12.5;0.0;0.0699;LFF;First;Priority
70.0;2;12.5;25.0;0.0;0.0704;LFF;First;Priority
70.0;1;3.13;12.5;0.0;0.0698;LFF;First;Priority
70.0;0;6.25;12.5;0.0;0.0699;LFF;First;Priority
80.0;3;6.25;12.5;20.0;0.3338;LFF;First;Priority
80.0;2;12.5;25.0;20.0;0.3343;LFF;First;Priority
80.0;1;3.13;12.5;20.0;0.3337;LFF;First;Priority
80.0;0;6.25;12.5;20.0;0.3338;LFF;First;Priority
80.0;3;6.25;12.5;0.0;0.0699;LFF;First;Priority
80.0;2;12.5;25.0;0.0;0.0704;LFF;First;Priority
80.0;1;3.13;12.5;0.0;0.0698;LFF;First;Priority
80.0;0;6.25;12.5;0.0;0.0699;LFF;First;Priority
90.0;3;6.25;12.5;20.0;0.3338;LFF;First;Priority
90.0;2;12.5;25.0;20.0;0.3343;LFF;First;Priority
90.0;1;3.13;12.5;20.0;0.3337;LFF;First;Priority
90.0;0;6.25;12.5;20.0;0.3338;LFF;First;Priority
90.0;3;6.25;12.5;0.0;0.0699;LFF;First;Priority
90.0;2;12.5;25.0;0.0;0.0704;LFF;First;Priority
90.0;1;3.13;12.5;0.0;0.0698;LFF;First;Priority
90.0;0;6.25;12.5;0.0;0.0699;LFF;First;Priority
100.0;3;6.25;12.5;20.0;0.3338;LFF;First;Priority
100.0;2;12.5;25.0;20.0;0.3343;LFF;First;Priority
100.0;1;3.13;12.5;20.0;0.3337;LFF;First;Priority
100.0;0;6.25;12.5;20.0;0.3338;LFF;First;Priority
100.0;3;6.25;12.5;0.0;0.0699;LFF;First;Priority
100.0;2;12.5;25.0;0.0;0.0704;LFF;First;Priority
100.0;1;3.13;12.5;0.0;0.0698;LFF;First;Priority
100.0;0;6.25;12.5;0.0;0.0699;LFF;First;Priority
110.0;3;6.25;12.5;20.0;0.3338;LFF;First;Priority
110.0;2;12.5;25.0;20.0;0.3343;LFF;First;Priority
110.0;1;3.13;12.5;20.0;0.3337;LFF;First;Priority
110.0;0;6.25;12.5;20.0;0.3338;LFF;First;Priority
110.0;3;6.25;12.5;0.0;0.0699;LFF;First;Priority
110.0;2;12.5;25.0;0.0;0.0704;LFF;First;Priority
110.0;1;3.13;12.5;0.0;0.0698;LFF;First;Priority
110.0;0;6.25;12.5;0.0;0.0699;LFF;First;Priority
120.0;3;6.25;12.5;20.0;0.3338;LFF;First;Priority
120.0;2;12.5;25.0;20.0;0.3343;LFF;First;Priority
120.0;1;3.13;12.5;20.0;0.3337;LFF;First;Priority
120.0;0;6.25;12.5;20.0;0.3338;LFF;First;Priority
120.0;3;6.25;12.5;0.0;0.0699;LFF;First;Priority
120.0;2;12.5;25.0;0.0;0.0704;LFF;First;Priority
120.0;1;3.13;12.5;0.0;0.0698;LFF;First;Priority
120.0;0;6.25;12.5;0.0;0.0699;LFF;First;Priority
130.0;3;6.25;12.5;20.0;0.3338;LFF;First;Priority
130.0;2;12.5;25.0;20.0;0.3343;LFF;First;Priority
130.0;1;3.13;12.5;20.0;0.3337;LFF;First;Priority
130.0;0;6.25;12.5;20.0;0.3338;LFF;First;Priority
130.0;3;6.25;12.5;0.0;0.0699;LFF;First;Priority
130.0;2;12.5;25.0;0.0;0.0704;LFF;First;Priority
130.0;1;3.13;12.5;0.0;0.0698;LFF;First;Priority
130.0;0;6.25;12.5;0.0;0.0699;LFF;First;Priority
140.0;3;6.25;12.5;20.0;0.3338;LFF;First;Priority
140.0;2;12.5;25.0;20.0;0.3343;LFF;First;Priority
140.0;1;3.13;12.5;20.0;0.3337;LFF;First;Priority
140.0;0;6.25;12.5;20.0;0.3338;LFF;First;Priority
140.0;3;6.25;12.5;0.0;0.0699;LFF;First;Priority
140.0;2;12.5;25.0;0.0;0.0704;LFF;First;Priority
140.0;1;3.13;12.5;0.0;0.0698;LFF;First;Priority
140.0;0;6.25;12.5;0.0;0.0699;LFF;First;Priority
150.0;3;6.25;12.5;20.0;0.3338;LFF;First;Priority
150.0;2;12.5;25.0;20.0;0.3343;LFF;First;Priority
150.0;1;3.13;12.5;20.0;0.3337;LFF;First;Priority
150.0;0;6.25;12.5;20.0;0.3338;LFF;First;Priority
160.0;3;6.25;12.5;20.0;0.3338;LFF;First;Priority
160.0;2;12.5;25.0;20.0;0.3343;LFF;First;Priority
160.0;1;3.13;12.5;20.0;0.3337;LFF;First;Priority
160.0;0;6.25;12.5;20.0;0.3338;LFF;First;Priority
170.0;3;6.25;12.5;20.0;0.3338;LFF;First;Priority
170.0;2;12.5;25.0;20.0;0.3343;LFF;First;Priority
170.0;1;3.13;12.5;20.0;0.3337;LFF;First;Priority
170.0;0;6.25;12.5;20.0;0.3338;LFF;First;Priority
182.8;3;6.25;12.5;20.0;0.4274;LFF;First;Priority
182.8;2;12.5;25.0;20.0;0.4279;LFF;First;Priority
182.8;1;3.13;12.5;20.0;0.4272;LFF;First;Priority
182.8;0;6.25;12.5;20.0;0.4274;LFF;First;Priority
192.8;3;6.25;12.5;20.0;0.3338;LFF;First;Priority
192.8;2;12.5;25.0;20.0;0.3343;LFF;First;Priority
192.8;1;3.13;12.5;20.0;0.3337;LFF;First;Priority
192.8;0;6.25;12.5;20.0;0.3338;LFF;First;Priority
10.0;3;6.25;12.5;20.0;0.3338;LFF;First;PSO
10.0;2;12.5;25.0;20.0;0.3343;LFF;First;PSO
10.0;1;3.13;12.5;20.0;0.3337;LFF;First;PSO
10.0;0;6.25;12.5;20.0;0.3338;LFF;First;PSO
10.0;3;6.25;12.5;72.0;0.0709;LFF;First;PSO
10.0;2;12.5;25.0;263.2;0.0741;LFF;First;PSO
10.0;1;3.13;12.5;424.8;0.0757;LFF;First;PSO
10.0;0;6.25;12.5;89.6;0.0712;LFF;First;PSO
20.0;3;6.25;12.5;20.0;0.3338;LFF;First;PSO
20.0;2;12.5;25.0;20.0;0.3343;LFF;First;PSO
20.0;1;3.13;12.5;20.0;0.3337;LFF;First;PSO
20.0;0;6.25;12.5;20.0;0.3338;LFF;First;PSO
20.0;3;6.25;12.5;0.0;0.0699;LFF;First;PSO
20.0;2;12.5;25.0;0.0;0.0704;LFF;First;PSO
20.0;1;3.13;12.5;0.0;0.0698;LFF;First;PSO
20.0;0;6.25;12.5;0.0;0.0699;LFF;First;PSO
30.0;3;6.25;12.5;20.0;0.3338;LFF;First;PSO
30.0;2;12.5;25.0;20.0;0.3343;LFF;First;PSO
30.0;1;3.13;12.5;20.0;0.3337;LFF;First;PSO
30.0;0;6.25;12.5;20.0;0.3338;LFF;First;PSO
30.0;3;6.25;12.5;0.0;0.0699;LFF;First;PSO
30.0;2;12.5;25.0;0.0;0.0704;LFF;First;PSO
30.0;1;3.13;12.5;0.0;0.0698;LFF;First;PSO
30.0;0;6.25;12.5;0.0;0.0699;LFF;First;PSO
40.0;3;6.25;12.5;20.0;0.3338;LFF;First;PSO
40.0;2;12.5;25.0;20.0;0.3343;LFF;First;PSO
40.0;1;3.13;12.5;20.0;0.3337;LFF;First;PSO
40.0;0;6.25;12.5;20.0;0.3338;LFF;First;PSO
40.0;3;6.25;12.5;0.0;0.0699;LFF;First;PSO
40.0;2;12.5;25.0;0.0;0.0704;LFF;First;PSO
40.0;1;3.13;12.5;0.0;0.0698;LFF;First;PSO
40.0;0;6.25;12.5;0.0;0.0699;LFF;First;PSO
50.0;3;6.25;12.5;20.0;0.3338;LFF;First;PSO
50.0;2;12.5;25.0;20.0;0.3343;LFF;First;PSO
50.0;1;3.13;12.5;20.0;0.3337;LFF;First;PSO
50.0;0;6.25;12.5;20.0;0.3338;LFF;First;PSO
50.0;3;6.25;12.5;0.0;0.0699;LFF;First;PSO
50.0;2;12.5;25.0;0.0;0.0704;LFF;First;PSO
50.0;1;3.13;12.5;0.0;0.0698;LFF;First;PSO
50.0;0;6.25;12.5;0.0;0.0699;LFF;First;PSO
60.0;3;6.25;12.5;20.0;0.3338;LFF;First;PSO
60.0;2;12.5;25.0;20.0;0.3343;LFF;First;PSO
60.0;1;3.13;12.5;20.0;0.3337;LFF;First;PSO
60.0;0;6.25;12.5;20.0;0.3338;LFF;First;PSO
60.0;3;6.25;12.5;0.0;0.0699;LFF;First;PSO
60.0;2;12.5;25.0;0.0;0.0704;LFF;First;PSO
60.0;1;3.13;12.5;0.0;0.0698;LFF;First;PSO
60.0;0;6.25;12.5;0.0;0.0699;LFF;First;PSO
70.0;3;6.25;12.5;20.0;0.3338;LFF;First;PSO
70.0;2;12.5;25.0;20.0;0.3343;LFF;First;PSO
70.0;1;3.13;12.5;20.0;0.3337;LFF;First;PSO
70.0;0;6.25;12.5;20.0;0.3338;LFF;First;PSO
70.0;3;6.25;12.5;0.0;0.0699;LFF;First;PSO
70.0;2;12.5;25.0;0.0;0.0704;LFF;First;PSO
70.0;1;3.13;12.5;0.0;0.0698;LFF;First;PSO
70.0;0;6.25;12.5;0.0;0.0699;LFF;First;PSO
80.0;3;6.25;12.5;20.0;0.3338;LFF;First;PSO
80.0;2;12.5;25.0;20.0;0.3343;LFF;First;PSO
80.0;1;3.13;12.5;20.0;0.3337;LFF;First;PSO
80.0;0;6.25;12.5;20.0;0.3338;LFF;First;PSO
80.0;3;6.25;12.5;0.0;0.0699;LFF;First;PSO
80.0;2;12.5;25.0;0.0;0.0704;LFF;First;PSO
80.0;1;3.13;12.5;0.0;0.0698;LFF;First;PSO
80.0;0;6.25;12.5;0.0;0.0699;LFF;First;PSO
90.0;3;6.25;12.5;20.0;0.3338;LFF;First;PSO
90.0;2;12.5;25.0;20.0;0.3343;LFF;First;PSO
90.0;1;3.13;12.5;20.0;0.3337;LFF;First;PSO
90.0;0;6.25;12.5;20.0;0.3338;LFF;First;PSO
90.0;3;6.25;12.5;0.0;0.0699;LFF;First;PSO
90.0;2;12.5;25.0;0.0;0.0704;LFF;First;PSO
90.0;1;3.13;12.5;0.0;0.0698;LFF;First;PSO
90.0;0;6.25;12.5;0.0;0.0699;LFF;First;PSO
100.0;3;6.25;12.5;20.0;0.3338;LFF;First;PSO
100.0;2;12.5;25.0;20.0;0.3343;LFF;First;PSO
100.0;1;3.13;12.5;20.0;0.3337;LFF;First;PSO
100.0;0;6.25;12.5;20.0;0.3338;LFF;First;PSO
100.0;3;6.25;12.5;0.0;0.0699;LFF;First;PSO
100.0;2;12.5;25.0;0.0;0.0704;LFF;First;PSO
100.0;1;3.13;12.5;0.0;0.0698;LFF;First;PSO
100.0;0;6.25;12.5;0.0;0.0699;LFF;First;PSO
110.0;3;6.25;12.5;20.0;0.3338;LFF;First;PSO
110.0;2;12.5;25.0;20.0;0.3343;LFF;First;PSO
110.0;1;3.13;12.5;20.0;0.3337;LFF;First;PSO
110.0;0;6.25;12.5;20.0;0.3338;LFF;First;PSO
110.0;3;6.25;12.5;0.0;0.0699;LFF;First;PSO
110.0;2;12.5;25.0;0.0;0.0704;LFF;First;PSO
110.0;1;3.13;12.5;0.0;0.0698;LFF;First;PSO
110.0;0;6.25;12.5;0.0;0.0699;LFF;First;PSO
120.0;3;6.25;12.5;20.0;0.3338;LFF;First;PSO
120.0;2;12.5;25.0;20.0;0.3343;LFF;First;PSO
120.0;1;3.13;12.5;20.0;0.3337;LFF;First;PSO
120.0;0;6.25;12.5;20.0;0.3338;LFF;First;PSO
120.0;3;6.25;12.5;0.0;0.0699;LFF;First;PSO
120.0;2;12.5;25.0;0.0;0.0704;LFF;First;PSO
120.0;1;3.13;12.5;0.0;0.0698;LFF;First;PSO
120.0;0;6.25;12.5;0.0;0.0699;LFF;First;PSO
130.0;3;6.25;12.5;20.0;0.3338;LFF;First;PSO
130.0;2;12.5;25.0;20.0;0.3343;LFF;First;PSO
130.0;1;3.13;12.5;20.0;0.3337;LFF;First;PSO
130.0;0;6.25;12.5;20.0;0.3338;LFF;First;PSO
130.0;3;6.25;12.5;0.0;0.0699;LFF;First;PSO
130.0;2;12.5;25.0;0.0;0.0704;LFF;First;PSO
130.0;1;3.13;12.5;0.0;0.0698;LFF;First;PSO
130.0;0;6.25;12.5;0.0;0.0699;LFF;First;PSO
140.0;3;6.25;12.5;20.0;0.3338;LFF;First;PSO
140.0;2;12.5;25.0;20.0;0.3343;LFF;First;PSO
140.0;1;3.13;12.5;20.0;0.3337;LFF;First;PSO
140.0;0;6.25;12.5;20.0;0.3338;LFF;First;PSO
150.0;3;6.25;12.5;20.0;0.3338;LFF;First;PSO
150.0;2;12.5;25.0;20.0;0.3343;LFF;First;PSO
150.0;1;3.13;12.5;20.0;0.3337;LFF;First;PSO
150.0;0;6.25;12.5;20.0;0.3338;LFF;First;PSO
172.8;3;6.25;12.5;20.0;0.7612;LFF;First;PSO
172.8;2;12.5;25.0;20.0;0.7622;LFF;First;PSO
172.8;1;3.13;12.5;20.0;0.7609;LFF;First;PSO
172.8;0;6.25;12.5;20.0;0.7612;LFF;First;PSO
182.8;3;6.25;12.5;20.0;0.3338;LFF;First;PSO
182.8;2;12.5;25.0;20.0;0.3343;LFF;First;PSO
182.8;1;3.13;12.5;20.0;0.3337;LFF;First;PSO
182.8;0;6.25;12.5;20.0;0.3338;LFF;First;PSO
10.0;3;6.25;12.5;20.0;0.3338;LFF;First;SJF
10.0;2;12.5;25.0;20.0;0.3343;LFF;First;SJF
10.0;1;3.13;12.5;20.0;0.3337;LFF;First;SJF
10.0;0;6.25;12.5;20.0;0.3338;LFF;First;SJF
10.0;3;6.25;12.5;32.0;0.0704;LFF;First;SJF
10.0;2;12.5;25.0;81.6;0.0716;LFF;First;SJF
10.0;1;3.13;12.5;137.6;0.0717;LFF;First;SJF
10.0;0;6.25;12.5;24.0;0.0703;LFF;First;SJF
20.0;3;6.25;12.5;20.0;0.3338;LFF;First;SJF
20.0;2;12.5;25.0;20.0;0.3343;LFF;First;SJF
20.0;1;3.13;12.5;20.0;0.3337;LFF;First;SJF
20.0;0;6.25;12.5;20.0;0.3338;LFF;First;SJF
20.0;3;6.25;12.5;20.0;0.0702;LFF;First;SJF
20.0;2;12.5;25.0;120.0;0.0721;LFF;First;SJF
20.0;1;3.13;12.5;178.4;0.0723;LFF;First;SJF
20.0;0;6.25;12.5;38.4;0.0705;LFF;First;SJF
30.0;3;6.25;12.5;20.0;0.3338;LFF;First;SJF
30.0;2;12.5;25.0;20.0;0.3343;LFF;First;SJF
30.0;1;3.13;12.5;20.0;0.3337;LFF;First;SJF
30.0;0;6.25;12.5;20.0;0.3338;LFF;First;SJF
30.0;3;6.25;12.5;20.0;0.0702;LFF;First;SJF
30.0;2;12.5;25.0;61.6;0.0713;LFF;First;SJF
30.0;1;3.13;12.5;108.8;0.0713;LFF;First;SJF
30.0;0;6.25;12.5;27.2;0.0703;LFF;First;SJF
40.0;3;6.25;12.5;20.0;0.3338;LFF;First;SJF
40.0;2;12.5;25.0;20.0;0.3343;LFF;First;SJF
40.0;1;3.13;12.5;20.0;0.3337;LFF;First;SJF
40.0;0;6.25;12.5;20.0;0.3338;LFF;First;SJF
40.0;3;6.25;12.5;0.0;0.0699;LFF;First;SJF
40.0;2;12.5;25.0;0.0;0.0704;LFF;First;SJF
40.0;1;3.13;12.5;0.0;0.0698;LFF;First;SJF
40.0;0;6.25;12.5;0.0;0.0699;LFF;First;SJF
50.0;3;6.25;12.5;20.0;0.3338;LFF;First;SJF
50.0;2;12.5;25.0;20.0;0.3343;LFF;First;SJF
50.0;1;3.13;12.5;20.0;0.3337;LFF;First;SJF
50.0;0;6.25;12.5;20.0;0.3338;LFF;First;SJF
50.0;3;6.25;12.5;0.0;0.0699;LFF;First;SJF
50.0;2;12.5;25.0;0.0;0.0704;LFF;First;SJF
50.0;1;3.13;12.5;0.0;0.0698;LFF;First;SJF
50.0;0;6.25;12.5;0.0;0.0699;LFF;First;SJF
60.0;3;6.25;12.5;20.0;0.3338;LFF;First;SJF
60.0;2;12.5;25.0;20.0;0.3343;LFF;First;SJF
60.0;1;3.13;12.5;20.0;0.3337;LFF;First;SJF
60.0;0;6.25;12.5;20.0;0.3338;LFF;First;SJF
60.0;3;6.25;12.5;0.0;0.0699;LFF;First;SJF
60.0;2;12.5;25.0;0.0;0.0704;LFF;First;SJF
60.0;1;3.13;12.5;0.0;0.0698;LFF;First;SJF
60.0;0;6.25;12.5;0.0;0.0699;LFF;First;SJF
70.0;3;6.25;12.5;20.0;0.3338;LFF;First;SJF
70.0;2;12.5;25.0;20.0;0.3343;LFF;First;SJF
70.0;1;3.13;12.5;20.0;0.3337;LFF;First;SJF
70.0;0;6.25;12.5;20.0;0.3338;LFF;First;SJF
70.0;3;6.25;12.5;0.0;0.0699;LFF;First;SJF
70.0;2;12.5;25.0;0.0;0.0704;LFF;First;SJF
70.0;1;3.13;12.5;0.0;0.0698;LFF;First;SJF
70.0;0;6.25;12.5;0.0;0.0699;LFF;First;SJF
80.0;3;6.25;12.5;20.0;0.3338;LFF;First;SJF
80.0;2;12.5;25.0;20.0;0.3343;LFF;First;SJF
80.0;1;3.13;12.5;20.0;0.3337;LFF;First;SJF
80.0;0;6.25;12.5;20.0;0.3338;LFF;First;SJF
80.0;3;6.25;12.5;0.0;0.0699;LFF;First;SJF
80.0;2;12.5;25.0;0.0;0.0704;LFF;First;SJF
80.0;1;3.13;12.5;0.0;0.0698;LFF;First;SJF
80.0;0;6.25;12.5;0.0;0.0699;LFF;First;SJF
90.0;3;6.25;12.5;20.0;0.3338;LFF;First;SJF
90.0;2;12.5;25.0;20.0;0.3343;LFF;First;SJF
90.0;1;3.13;12.5;20.0;0.3337;LFF;First;SJF
90.0;0;6.25;12.5;20.0;0.3338;LFF;First;SJF
90.0;3;6.25;12.5;0.0;0.0699;LFF;First;SJF
90.0;2;12.5;25.0;0.0;0.0704;LFF;First;SJF
90.0;1;3.13;12.5;0.0;0.0698;LFF;First;SJF
90.0;0;6.25;12.5;0.0;0.0699;LFF;First;SJF
100.0;3;6.25;12.5;20.0;0.3338;LFF;First;SJF
100.0;2;12.5;25.0;20.0;0.3343;LFF;First;SJF
100.0;1;3.13;12.5;20.0;0.3337;LFF;First;SJF
100.0;0;6.25;12.5;20.0;0.3338;LFF;First;SJF
100.0;3;6.25;12.5;0.0;0.0699;LFF;First;SJF
100.0;2;12.5;25.0;0.0;0.0704;LFF;First;SJF
100.0;1;3.13;12.5;0.0;0.0698;LFF;First;SJF
100.0;0;6.25;12.5;0.0;0.0699;LFF;First;SJF
110.0;3;6.25;12.5;20.0;0.3338;LFF;First;SJF
110.0;2;12.5;25.0;20.0;0.3343;LFF;First;SJF
110.0;1;3.13;12.5;20.0;0.3337;LFF;First;SJF
110.0;0;6.25;12.5;20.0;0.3338;LFF;First;SJF
110.0;3;6.25;12.5;0.0;0.0699;LFF;First;SJF
110.0;2;12.5;25.0;0.0;0.0704;LFF;First;SJF
110.0;1;3.13;12.5;0.0;0.0698;LFF;First;SJF
110.0;0;6.25;12.5;0.0;0.0699;LFF;First;SJF
120.0;3;6.25;12.5;20.0;0.3338;LFF;First;SJF
120.0;2;12.5;25.0;20.0;0.3343;LFF;First;SJF
120.0;1;3.13;12.5;20.0;0.3337;LFF;First;SJF
120.0;0;6.25;12.5;20.0;0.3338;LFF;First;SJF
120.0;3;6.25;12.5;0.0;0.0699;LFF;First;SJF
120.0;2;12.5;25.0;0.0;0.0704;LFF;First;SJF
