pkt_id;src;dest;psize;delay_ms;proc_delay_ms;prop_delay_ms;trans_delay_ms;queue_delay_ms;vm_policy;link_policy;wf_policy
1;app0;db0;5000000;10150.6659;150.0;0.222;400.0;9600.0039;LFF;BLA;Priority
3;app0;web0;5000000;9750.6659;350.0;0.222;400.0;9000.0039;LFF;BLA;Priority
0;web0;app0;10000000;11700.6659;100.0;0.222;800.0;10800.0039;LFF;BLA;Priority
8;web0;app0;10000000;7700.6659;100.0;0.222;800.0;6800.0039;LFF;BLA;Priority
12;web1;app0;5000000;5800.402;1000.0;0.201;400.0;4399.801;LFF;BLA;Priority
4;web1;app0;20000000;12200.402;1000.0;0.201;1600.0;9599.801;LFF;BLA;Priority
9;app0;db0;50000000;16950.6659;150.0;0.222;4000.0;12800.0039;LFF;BLA;Priority
17;app0;db0;50000000;13250.6659;250.0;0.222;4000.0;9000.0039;LFF;BLA;Priority
24;web0;app0;10000000;10000.6659;200.0;0.222;800.0;9000.0039;LFF;BLA;Priority
11;app0;web0;50000000;16550.6659;350.0;0.222;4000.0;12200.0039;LFF;BLA;Priority
19;app0;web0;10000000;13550.6658;550.0;0.222;800.0;12200.0039;LFF;BLA;Priority
35;app0;web0;20000000;8550.6658;750.0;0.222;1600.0;6200.0039;LFF;BLA;Priority
16;web0;app0;75000000;19600.6659;200.0;0.222;6000.0;13400.0039;LFF;BLA;Priority
47;app0;web1;5000000;7000.4019;350.0;0.201;400.0;6249.8009;LFF;BLA;Priority
45;app0;db0;5000000;8150.6658;150.0;0.222;400.0;7600.0039;LFF;BLA;Priority
26;db0;app0;50000000;18600.6658;200.0;0.222;4000.0;14400.0039;LFF;BLA;Priority
2;db0;app0;100000000;32450.6658;150.0;0.222;8000.0;24300.0039;LFF;BLA;Priority
10;db0;app0;100000000;28450.6658;150.0;0.222;8000.0;20300.0039;LFF;BLA;Priority
40;web0;app0;20000000;13830.6659;10.0;0.222;1600.0;12220.0039;LFF;BLA;Priority
5;app0;db0;10000000;31400.6659;7500.0;0.222;800.0;23100.0039;LFF;BLA;Priority
13;app0;db0;20000000;29800.6659;7500.0;0.222;1600.0;20700.0039;LFF;BLA;Priority
33;app0;db0;75000000;21850.6658;450.0;0.222;6000.0;15400.0039;LFF;BLA;Priority
28;web1;app0;5000000;25800.402;10000.0;0.201;400.0;15399.801;LFF;BLA;Priority
18;db0;app0;100000000;34600.6658;200.0;0.222;8000.0;26400.0039;LFF;BLA;Priority
25;app0;db0;100000000;31250.6658;250.0;0.222;8000.0;23000.0039;LFF;BLA;Priority
34;db0;app0;100000000;27050.6658;350.0;0.222;8000.0;18700.0039;LFF;BLA;Priority
32;web0;app0;100000000;28200.6659;400.0;0.222;8000.0;19800.0039;LFF;BLA;Priority
27;app0;web0;100000000;30850.6658;450.0;0.222;8000.0;22400.0039;LFF;BLA;Priority
44;web1;app0;100000000;23200.4019;100.0;0.201;8000.0;15099.801;LFF;BLA;Priority
20;web1;app0;50000000;37000.402;10000.0;0.201;4000.0;22999.801;LFF;BLA;Priority
42;db0;app0;75000000;26045.6658;15.0;0.222;6000.0;20030.0039;LFF;BLA;Priority
43;app0;web0;75000000;25605.6658;35.0;0.222;6000.0;19570.0039;LFF;BLA;Priority
48;web0;app0;75000000;24800.6659;600.0;0.222;6000.0;18200.0039;LFF;BLA;Priority
14;db0;app0;75000000;42500.6658;7500.0;0.222;6000.0;29000.0039;LFF;BLA;Priority
41;app0;db0;100000000;32545.6658;15.0;0.222;8000.0;24530.0039;LFF;BLA;Priority
46;db0;app0;100000000;30450.6658;150.0;0.222;8000.0;22300.0039;LFF;BLA;Priority
6;db0;app0;100000000;52500.6658;7500.0;0.222;8000.0;37000.0039;LFF;BLA;Priority
49;app0;db0;100000000;31350.6658;950.0;0.222;8000.0;22400.0039;LFF;BLA;Priority
15;app0;web1;75000000;48500.4019;17500.0;0.201;6000.0;24999.801;LFF;BLA;Priority
30;db0;app0;5000000;42700.6658;12500.0;0.222;400.0;29800.0039;LFF;BLA;Priority
7;app0;web1;100000000;56500.4019;17500.0;0.201;8000.0;30999.801;LFF;BLA;Priority
36;web1;app0;10000000;52600.4019;25000.0;0.201;800.0;26799.801;LFF;BLA;Priority
31;app0;web1;10000000;60100.4019;27500.0;0.201;800.0;31799.801;LFF;BLA;Priority
21;app0;db0;100000000;70000.6658;12500.0;0.222;8000.0;49500.0039;LFF;BLA;Priority
22;db0;app0;100000000;77000.6658;15000.0;0.222;8000.0;54000.0039;LFF;BLA;Priority
38;db0;app0;5000000;71200.6658;20000.0;0.222;400.0;50800.0039;LFF;BLA;Priority
23;app0;web1;50000000;80500.4019;32500.0;0.201;4000.0;43999.801;LFF;BLA;Priority
29;app0;db0;100000000;81000.6658;17500.0;0.222;8000.0;55500.0039;LFF;BLA;Priority
39;app0;web1;20000000;97700.4019;42500.0;0.201;1600.0;53599.8009;LFF;BLA;Priority
37;app0;db0;20000000;117800.6658;37500.0;0.222;1600.0;78700.0039;LFF;BLA;Priority
47;app0;web1;5000000;10070.4019;350.0;0.201;400.0;9319.8009;LFF;BLA;PSO
45;app0;db0;5000000;10400.6658;150.0;0.222;400.0;9850.0039;LFF;BLA;PSO
1;app0;db0;5000000;10350.6658;150.0;0.222;400.0;9799.8039;LFF;BLA;PSO
3;app0;web0;5000000;11190.6659;350.0;0.222;400.0;10440.0039;LFF;BLA;PSO
0;web0;app0;10000000;11610.6659;100.0;0.222;800.0;10710.0039;LFF;BLA;PSO
8;web0;app0;10000000;11340.6658;100.0;0.222;800.0;10440.0039;LFF;BLA;PSO
12;web1;app0;5000000;11780.402;1000.0;0.201;400.0;10379.801;LFF;BLA;PSO
24;web0;app0;10000000;11990.6659;200.0;0.222;800.0;10990.0039;LFF;BLA;PSO
19;app0;web0;10000000;12810.6658;550.0;0.222;800.0;11460.0039;LFF;BLA;PSO
40;web0;app0;20000000;13720.6659;10.0;0.222;1600.0;12110.0039;LFF;BLA;PSO
4;web1;app0;20000000;14070.4019;1000.0;0.201;1600.0;11469.801;LFF;BLA;PSO
35;app0;web0;20000000;15680.6658;750.0;0.222;1600.0;13330.0039;LFF;BLA;PSO
9;app0;db0;50000000;21250.6659;150.0;0.222;4000.0;17100.0039;LFF;BLA;PSO
26;db0;app0;50000000;21440.6659;200.0;0.222;4000.0;17240.0039;LFF;BLA;PSO
17;app0;db0;50000000;21710.6659;250.0;0.222;4000.0;17460.0039;LFF;BLA;PSO
11;app0;web0;50000000;21900.6659;350.0;0.222;4000.0;17550.0039;LFF;BLA;PSO
44;web1;app0;100000000;25200.402;100.0;0.201;8000.0;17099.801;LFF;BLA;PSO
42;db0;app0;75000000;26965.6659;15.0;0.222;6000.0;20950.0039;LFF;BLA;PSO
43;app0;web0;75000000;27035.6659;35.0;0.222;6000.0;21000.0039;LFF;BLA;PSO
16;web0;app0;75000000;27250.6658;200.0;0.222;6000.0;21050.0039;LFF;BLA;PSO
33;app0;db0;75000000;28120.6658;450.0;0.222;6000.0;21670.0039;LFF;BLA;PSO
48;web0;app0;75000000;28770.6659;600.0;0.222;6000.0;22170.0039;LFF;BLA;PSO
28;web1;app0;5000000;29590.4019;10000.0;0.201;400.0;19189.801;LFF;BLA;PSO
41;app0;db0;100000000;32565.6658;15.0;0.222;8000.0;24550.0039;LFF;BLA;PSO
10;db0;app0;100000000;33270.6659;150.0;0.222;8000.0;25120.0039;LFF;BLA;PSO
46;db0;app0;100000000;33110.6658;150.0;0.222;8000.0;24960.0039;LFF;BLA;PSO
2;db0;app0;100000000;32990.6658;150.0;0.222;8000.0;24840.0039;LFF;BLA;PSO
18;db0;app0;100000000;33500.6659;200.0;0.222;8000.0;25300.0039;LFF;BLA;PSO
25;app0;db0;100000000;33700.6659;250.0;0.222;8000.0;25450.0039;LFF;BLA;PSO
5;app0;db0;10000000;33630.6658;7500.0;0.222;800.0;25330.0039;LFF;BLA;PSO
34;db0;app0;100000000;33830.6659;350.0;0.222;8000.0;25480.0039;LFF;BLA;PSO
32;web0;app0;100000000;34080.6659;400.0;0.222;8000.0;25680.0039;LFF;BLA;PSO
27;app0;web0;100000000;34180.6659;450.0;0.222;8000.0;25730.0039;LFF;BLA;PSO
49;app0;db0;100000000;35400.6658;950.0;0.222;8000.0;26450.0039;LFF;BLA;PSO
13;app0;db0;20000000;35920.6658;7500.0;0.222;1600.0;26820.0039;LFF;BLA;PSO
20;web1;app0;50000000;36860.4019;10000.0;0.201;4000.0;22859.801;LFF;BLA;PSO
30;db0;app0;5000000;47440.6658;12500.0;0.222;400.0;34539.7839;LFF;BLA;PSO
14;db0;app0;75000000;49180.6658;7500.0;0.222;6000.0;35680.0039;LFF;BLA;PSO
6;db0;app0;100000000;55010.6658;7500.0;0.222;8000.0;39510.0039;LFF;BLA;PSO
15;app0;web1;75000000;55590.4019;17500.0;0.201;6000.0;32089.8009;LFF;BLA;PSO
7;app0;web1;100000000;59690.4019;17500.0;0.201;8000.0;34189.5809;LFF;BLA;PSO
36;web1;app0;10000000;60320.4019;25000.0;0.201;800.0;34519.801;LFF;BLA;PSO
31;app0;web1;10000000;65270.4019;27500.0;0.201;800.0;36969.8009;LFF;BLA;PSO
38;db0;app0;5000000;69800.6658;20000.0;0.222;400.0;49400.0039;LFF;BLA;PSO
21;app0;db0;100000000;70210.6658;12500.0;0.222;8000.0;49710.0039;LFF;BLA;PSO
22;db0;app0;100000000;77560.6658;15000.0;0.222;8000.0;54560.0039;LFF;BLA;PSO
23;app0;web1;50000000;81610.4019;32500.0;0.201;4000.0;45109.8009;LFF;BLA;PSO
29;app0;db0;100000000;85310.6659;17500.0;0.222;8000.0;59810.0039;LFF;BLA;PSO
39;app0;web1;20000000;96780.4019;42500.0;0.201;1600.0;52679.8009;LFF;BLA;PSO
37;app0;db0;20000000;125830.6658;37500.0;0.222;1600.0;86730.0039;LFF;BLA;PSO
1;app0;db0;5000000;10150.6659;150.0;0.222;400.0;9600.0039;LFF;BLA;SJF
3;app0;web0;5000000;9750.6659;350.0;0.222;400.0;9000.0039;LFF;BLA;SJF
0;web0;app0;10000000;11700.6659;100.0;0.222;800.0;10800.0039;LFF;BLA;SJF
8;web0;app0;10000000;7700.6659;100.0;0.222;800.0;6800.0039;LFF;BLA;SJF
12;web1;app0;5000000;5800.4019;1000.0;0.201;400.0;4399.8009;LFF;BLA;SJF
4;web1;app0;20000000;12200.4019;1000.0;0.201;1600.0;9599.8009;LFF;BLA;SJF
9;app0;db0;50000000;16950.6659;150.0;0.222;4000.0;12800.0039;LFF;BLA;SJF
17;app0;db0;50000000;13250.6659;250.0;0.222;4000.0;9000.0039;LFF;BLA;SJF
24;web0;app0;10000000;10000.6659;200.0;0.222;800.0;9000.0039;LFF;BLA;SJF
11;app0;web0;50000000;16550.6659;350.0;0.222;4000.0;12200.0039;LFF;BLA;SJF
19;app0;web0;10000000;13550.6658;550.0;0.222;800.0;12200.0039;LFF;BLA;SJF
35;app0;web0;20000000;8550.6658;750.0;0.222;1600.0;6200.0039;LFF;BLA;SJF
16;web0;app0;75000000;19600.6659;200.0;0.222;6000.0;13400.0039;LFF;BLA;SJF
47;app0;web1;5000000;7000.4019;350.0;0.201;400.0;6249.801;LFF;BLA;SJF
45;app0;db0;5000000;8150.6659;150.0;0.222;400.0;7600.0039;LFF;BLA;SJF
26;db0;app0;50000000;18600.6659;200.0;0.222;4000.0;14400.0039;LFF;BLA;SJF
2;db0;app0;100000000;32450.6659;150.0;0.222;8000.0;24300.0039;LFF;BLA;SJF
10;db0;app0;100000000;28450.6659;150.0;0.222;8000.0;20300.0039;LFF;BLA;SJF
40;web0;app0;20000000;13830.6659;10.0;0.222;1600.0;12220.0039;LFF;BLA;SJF
5;app0;db0;10000000;31400.6658;7500.0;0.222;800.0;23100.0039;LFF;BLA;SJF
13;app0;db0;20000000;29800.6658;7500.0;0.222;1600.0;20700.0039;LFF;BLA;SJF
33;app0;db0;75000000;21850.6658;450.0;0.222;6000.0;15400.0039;LFF;BLA;SJF
28;web1;app0;5000000;25800.4019;10000.0;0.201;400.0;15399.8009;LFF;BLA;SJF
18;db0;app0;100000000;34600.6659;200.0;0.222;8000.0;26400.0039;LFF;BLA;SJF
25;app0;db0;100000000;31250.6659;250.0;0.222;8000.0;23000.0039;LFF;BLA;SJF
34;db0;app0;100000000;27050.6658;350.0;0.222;8000.0;18700.0039;LFF;BLA;SJF
32;web0;app0;100000000;28200.6659;400.0;0.222;8000.0;19800.0039;LFF;BLA;SJF
27;app0;web0;100000000;30850.6658;450.0;0.222;8000.0;22400.0039;LFF;BLA;SJF
44;web1;app0;100000000;23200.402;100.0;0.201;8000.0;15099.801;LFF;BLA;SJF
20;web1;app0;50000000;37000.4019;10000.0;0.201;4000.0;22999.8009;LFF;BLA;SJF
42;db0;app0;75000000;26045.6659;15.0;0.222;6000.0;20030.0039;LFF;BLA;SJF
43;app0;web0;75000000;25605.6659;35.0;0.222;6000.0;19570.0039;LFF;BLA;SJF
48;web0;app0;75000000;24800.6658;600.0;0.222;6000.0;18200.0039;LFF;BLA;SJF
14;db0;app0;75000000;42500.6658;7500.0;0.222;6000.0;29000.0039;LFF;BLA;SJF
41;app0;db0;100000000;32545.6659;15.0;0.222;8000.0;24530.0039;LFF;BLA;SJF
46;db0;app0;100000000;30450.6659;150.0;0.222;8000.0;22300.0039;LFF;BLA;SJF
6;db0;app0;100000000;52500.6658;7500.0;0.222;8000.0;37000.0039;LFF;BLA;SJF
49;app0;db0;100000000;31350.6658;950.0;0.222;8000.0;22400.0039;LFF;BLA;SJF
15;app0;web1;75000000;48500.4019;17500.0;0.201;6000.0;24999.8009;LFF;BLA;SJF
30;db0;app0;5000000;42700.6658;12500.0;0.222;400.0;29800.0039;LFF;BLA;SJF
7;app0;web1;100000000;56500.4019;17500.0;0.201;8000.0;30999.8009;LFF;BLA;SJF
36;web1;app0;10000000;52600.4019;25000.0;0.201;800.0;26799.8009;LFF;BLA;SJF
31;app0;web1;10000000;60100.4019;27500.0;0.201;800.0;31799.8009;LFF;BLA;SJF
21;app0;db0;100000000;70000.6658;12500.0;0.222;8000.0;49500.0039;LFF;BLA;SJF
22;db0;app0;100000000;77000.6658;15000.0;0.222;8000.0;54000.0039;LFF;BLA;SJF
38;db0;app0;5000000;71200.6658;20000.0;0.222;400.0;50800.0039;LFF;BLA;SJF
23;app0;web1;50000000;80500.4019;32500.0;0.201;4000.0;43999.8009;LFF;BLA;SJF
29;app0;db0;100000000;81000.6658;17500.0;0.222;8000.0;55500.0039;LFF;BLA;SJF
39;app0;web1;20000000;97700.4019;42500.0;0.201;1600.0;53599.8009;LFF;BLA;SJF
37;app0;db0;20000000;117800.6658;37500.0;0.222;1600.0;78700.0039;LFF;BLA;SJF
12;web1;app0;5000000;5800.402;1000.0;0.201;400.0;4400.201;LFF;First;Priority
1;app0;db0;5000000;11351.2059;150.0;0.402;800.0;10400.8039;LFF;First;Priority
3;app0;web0;5000000;10951.2059;350.0;0.402;800.0;9800.8039;LFF;First;Priority
0;web0;app0;10000000;14101.2059;100.0;0.402;1600.0;12400.8039;LFF;First;Priority
8;web0;app0;10000000;10101.2059;100.0;0.402;1600.0;8400.8039;LFF;First;Priority
4;web1;app0;20000000;12200.402;1000.0;0.201;1600.0;9600.201;LFF;First;Priority
24;web0;app0;10000000;12401.2059;200.0;0.402;1600.0;10600.8039;LFF;First;Priority
19;app0;web0;10000000;15951.2058;550.0;0.402;1600.0;13800.8039;LFF;First;Priority
47;app0;web1;5000000;7000.4019;350.0;0.201;400.0;6250.2009;LFF;First;Priority
35;app0;web0;20000000;13351.2058;750.0;0.402;3200.0;9400.8039;LFF;First;Priority
45;app0;db0;5000000;9351.2058;150.0;0.402;800.0;8400.8039;LFF;First;Priority
9;app0;db0;50000000;28951.2059;150.0;0.402;8000.0;20800.8039;LFF;First;Priority
17;app0;db0;50000000;25251.2059;250.0;0.402;8000.0;17000.8039;LFF;First;Priority
11;app0;web0;50000000;28551.2059;350.0;0.402;8000.0;20200.8039;LFF;First;Priority
5;app0;db0;10000000;33801.2059;7500.0;0.402;1600.0;24700.8039;LFF;First;Priority
40;web0;app0;20000000;18631.2059;10.0;0.402;3200.0;15420.8039;LFF;First;Priority
28;web1;app0;5000000;25800.402;10000.0;0.201;400.0;15400.201;LFF;First;Priority
13;app0;db0;20000000;34601.2059;7500.0;0.402;3200.0;23900.8039;LFF;First;Priority
26;db0;app0;50000000;30601.2058;200.0;0.402;8000.0;22400.8039;LFF;First;Priority
44;web1;app0;100000000;23200.4019;100.0;0.201;8000.0;15100.201;LFF;First;Priority
16;web0;app0;75000000;37601.2059;200.0;0.402;12000.0;25400.8039;LFF;First;Priority
20;web1;app0;50000000;37000.402;10000.0;0.201;4000.0;23000.201;LFF;First;Priority
15;app0;web1;75000000;48500.4019;17500.0;0.201;6000.0;25000.201;LFF;First;Priority
33;app0;db0;75000000;39851.2058;450.0;0.402;12000.0;27400.8039;LFF;First;Priority
2;db0;app0;100000000;56451.2058;150.0;0.402;16000.0;40300.8039;LFF;First;Priority
10;db0;app0;100000000;52451.2058;150.0;0.402;16000.0;36300.8039;LFF;First;Priority
30;db0;app0;5000000;43901.2058;12500.0;0.402;800.0;30600.8039;LFF;First;Priority
7;app0;web1;100000000;56500.4019;17500.0;0.201;8000.0;31000.201;LFF;First;Priority
42;db0;app0;75000000;44046.2058;15.0;0.402;12000.0;32030.8039;LFF;First;Priority
43;app0;web0;75000000;43606.2058;35.0;0.402;12000.0;31570.8039;LFF;First;Priority
48;web0;app0;75000000;42801.2059;600.0;0.402;12000.0;30200.8039;LFF;First;Priority
14;db0;app0;75000000;60501.2058;7500.0;0.402;12000.0;41000.8039;LFF;First;Priority
18;db0;app0;100000000;58601.2058;200.0;0.402;16000.0;42400.8039;LFF;First;Priority
25;app0;db0;100000000;55251.2058;250.0;0.402;16000.0;39000.8039;LFF;First;Priority
34;db0;app0;100000000;51051.2058;350.0;0.402;16000.0;34700.8039;LFF;First;Priority
32;web0;app0;100000000;52201.2059;400.0;0.402;16000.0;35800.8039;LFF;First;Priority
27;app0;web0;100000000;54851.2058;450.0;0.402;16000.0;38400.8039;LFF;First;Priority
36;web1;app0;10000000;52600.4019;25000.0;0.201;800.0;26800.201;LFF;First;Priority
31;app0;web1;10000000;60100.4019;27500.0;0.201;800.0;31800.201;LFF;First;Priority
41;app0;db0;100000000;56546.2058;15.0;0.402;16000.0;40530.8039;LFF;First;Priority
46;db0;app0;100000000;54451.2058;150.0;0.402;16000.0;38300.8039;LFF;First;Priority
6;db0;app0;100000000;76501.2058;7500.0;0.402;16000.0;53000.8039;LFF;First;Priority
49;app0;db0;100000000;55351.2058;950.0;0.402;16000.0;38400.8039;LFF;First;Priority
38;db0;app0;5000000;72401.2058;20000.0;0.402;800.0;51600.8039;LFF;First;Priority
23;app0;web1;50000000;80500.4019;32500.0;0.201;4000.0;44000.201;LFF;First;Priority
21;app0;db0;100000000;94001.2058;12500.0;0.402;16000.0;65500.8039;LFF;First;Priority
22;db0;app0;100000000;101001.2058;15000.0;0.402;16000.0;70000.8039;LFF;First;Priority
39;app0;web1;20000000;97700.4019;42500.0;0.201;1600.0;53600.2009;LFF;First;Priority
29;app0;db0;100000000;105001.2058;17500.0;0.402;16000.0;71500.8039;LFF;First;Priority
37;app0;db0;20000000;122601.2058;37500.0;0.402;3200.0;81900.8039;LFF;First;Priority
47;app0;web1;5000000;10390.4019;350.0;0.201;400.0;9640.201;LFF;First;PSO
12;web1;app0;5000000;11630.4019;1000.0;0.201;400.0;10230.201;LFF;First;PSO
1;app0;db0;5000000;11551.2058;150.0;0.402;800.0;10600.8039;LFF;First;PSO
45;app0;db0;5000000;11501.2058;150.0;0.402;800.0;10550.8039;LFF;First;PSO
3;app0;web0;5000000;12301.2059;350.0;0.402;800.0;11150.8039;LFF;First;PSO
8;web0;app0;10000000;13971.2059;100.0;0.402;1600.0;12270.8039;LFF;First;PSO
0;web0;app0;10000000;13831.2058;100.0;0.402;1600.0;12130.8039;LFF;First;PSO
4;web1;app0;20000000;13990.4019;1000.0;0.201;1600.0;11390.201;LFF;First;PSO
24;web0;app0;10000000;14111.2058;200.0;0.402;1600.0;12310.8039;LFF;First;PSO
19;app0;web0;10000000;15381.2059;550.0;0.402;1600.0;13230.8039;LFF;First;PSO
40;web0;app0;20000000;18491.2059;10.0;0.402;3200.0;15280.8039;LFF;First;PSO
35;app0;web0;20000000;20751.2059;750.0;0.402;3200.0;16800.8039;LFF;First;PSO
